Clone,Treatment,Kairomone,UVR,Mother_ID,Sex,Instar,Neck_teeth_count,Bump_score,Body_length,Body_width,Spina_length
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_2,Female,1,2,C,0.7106484,0.4116691,0.24622273
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_2,Female,1,1,C,NA,NA,NA
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_2,Female,1,2,C,0.6967304,0.3902528,0.25145058
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_2,Female,1,3,C,0.6570226,0.3807605,0.22183983
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_2,Female,1,2,C,NA,NA,NA
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_2,Female,1,2,C,0.6804866,0.3811012,0.2278278
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_2,Female,1,1,C,0.6719424,0.3746538,0.22944533
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_2,Female,1,3,C,0.7144681,0.404651,0.2521849
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_2,Female,1,2,B,0.6731001,0.353482,0.25086934
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_2,Female,1,2,B,0.7176802,0.389787,0.2335235
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_2,Female,2,0,A,0.8241929,0.4450521,0.23452158
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_2,Female,2,0,A,0.8270573,0.4503851,0.20832545
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_2,Female,2,0,A,0.9099753,0.53143,0.25041633
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_2,Female,1,1,B,0.6686076,0.3661672,0.26095982
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_8,Female,1,3,C,0.7388438,0.4381245,0.25392837
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_8,Female,1,3,C,0.6777111,0.401496,0.24145985
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_8,Female,1,2,B,0.6647391,0.3669106,0.22060803
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_8,Female,1,2,B,0.7289822,0.4239373,0.25654665
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_8,Female,1,3,B,0.7301961,0.4215199,0.22960081
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_8,Female,1,2,B,0.7138867,0.3925735,0.25298121
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_8,Female,1,2,B,0.7203332,0.4058038,0.23854017
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_8,NA,1,2,B,NA,NA,NA
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_8,Female,1,4,C,0.7439066,0.4592934,0.24145985
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_8,Female,1,3,C,0.7260749,0.4307241,0.23992334
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_8,Female,2,0,A,0.8902974,0.4979223,0.22060803
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_8,Female,2,3,B,0.8902974,0.5043312,0.17185527
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_8,Female,2,0,A,0.8622199,0.5238677,0.23185047
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,1,4,C,0.7428243,0.4372053,0.27102173
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,1,2,C,0.7254983,0.4290564,0.28665817
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,1,1,B,0.7285014,0.427458,0.25222349
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,1,3,C,0.7497664,0.4373834,0.25639486
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,1,3,C,0.734833,0.4276401,0.25222349
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,1,3,C,0.7326178,0.4141988,0.24395932
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,1,3,C,0.7548504,0.4440962,0.26612979
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,1,3,C,0.7448131,0.4391599,0.26745519
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,1,3,C,0.7208329,0.3982264,0.27398602
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,1,2,B,0.7644336,0.3705267,0.23944962
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,1,2,C,0.741513,0.413148,0.26451583
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,2,1,B,0.8793386,0.528817,0.2654585
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,2,1,B,0.9312627,0.5275702,0.25857452
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,2,1,A,0.9046119,0.5080228,0.27625002
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,2,3,B,0.946521,0.5482384,0.27229950000000003
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,2,1,B,0.9439057,0.5405332,0.25687521
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,2,3,B,0.9335694,0.5373127,0.28292186
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,2,2,B,0.944105,0.546935,0.27001439
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,2,3,B,0.8691116,0.511599,0.26953338
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,2,1,B,0.9070902,0.5304279,0.2552917
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,2,1,B,0.9129188,0.5442176,0.24145985
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,2,0,A,0.9001505,0.5127707,0.26102197
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_5,Male,2,3,B,0.8754192,0.5139272,0.26949727
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_10,Male,1,2,C,0.7282877,0.4918126,0.25280161
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_10,Male,1,3,C,0.7731138,0.463624,0.25237778
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_10,Male,1,1,B,0.771568,0.4602178,0.25022194
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_10,Male,1,4,C,0.7655319,0.46368,0.24519289
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_10,Male,1,2,C,0.7757612,0.4568856,0.23127608
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_10,Male,1,3,C,0.7757194,0.4550928,0.25639486
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_10,Male,1,2,C,0.7474914,0.4269644,0.27084213
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_10,NA,1,2,B,NA,NA,NA
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_10,NA,1,2,B,NA,NA,NA
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_10,Male,2,4,B,0.972247,0.5981565,0.2552917
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_10,Male,2,5,B,0.8876261,0.5833293,0.23821355
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_10,Male,2,4,B,0.9388088,0.5780106,0.25503743
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_10,Male,2,3,B,0.9446787,0.5752426,0.25972619
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_6,Male,1,3,C,0.7519396,0.4565447,0.25986355
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_6,Male,1,2,B,0.7741495,0.4503058,0.25927615
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_6,Male,1,2,B,0.7305603,0.4432407,0.25857452
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_6,Male,1,2,C,0.7525089,0.4511911,0.24246541
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_6,Male,1,3,C,0.768577,0.4712306,0.25433686
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_6,Male,1,1,B,0.752151,0.4460206,0.23318985
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_6,Male,1,2,C,0.7561086,0.4282693,0.22682886
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_6,Male,1,3,C,0.7639878,0.4628957,0.25433686
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_6,Male,1,4,C,0.7910949,0.4279359,0.26565396
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_6,Male,1,3,C,0.7433002,0.4432773,0.26924437
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_6,Male,2,1,B,0.9209007,0.5524824,0.26938891
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_6,Male,2,3,B,0.9422959,0.5629986,0.26961762
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_6,Male,2,2,B,0.9446272,0.5609898,0.26793993
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_6,Male,2,1,A,0.8574093,0.4899622,0.24664398
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_3B,Female,1,3,C,0.7386374,0.4350408,0.27120122
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_3B,Female,1,2,B,0.7301961,0.4294569,0.26211339
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_3B,Female,1,3,C,0.7110728,0.4183061,0.23785921
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_3B,Female,1,3,C,0.7123445,0.4072402,0.25579949
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_3B,Female,1,3,C,0.7211074,0.4164095,0.24813889
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_3B,Male,1,3,C,0.7345901,0.4403771,0.26569059
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_3B,Male,1,3,C,0.7266644,0.4290564,0.24246541
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_3B,Male,1,3,C,0.7404798,0.4309575,0.25758147
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_3B,Male,1,3,C,0.7368565,0.436314,0.25309659
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_3B,Male,1,3,C,0.7388834,0.4318599,0.25372388
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_3B,Male,2,4,C,0.938477,0.5436033,0.27158374
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_3B,Female,2,3,A,0.9053826,0.5339209,0.26382814
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_3B,Female,2,3,B,0.8912261,0.5259813,0.25636955
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_3B,Female,2,3,B,0.9637008,0.5715822,0.26349593
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_3B,Male,2,3,C,0.8881267,0.5312652,0.27567399
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_3B,Male,2,3,B,0.8986933,0.5128973,0.26526289
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_3B,Male,2,3,B,0.8989893,0.5310453,0.2785189
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_1,Male,1,2,B,0.625967,0.3526275,0.22876566
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_1,Male,1,3,B,0.6503327,0.363901,0.25022194
P5,P5_Kairomone,+Kairomone,−UVR,P5_Kairomone_1,Male,1,3,B,0.6609068,0.3704304,0.24381301
P5,P5_Both,+Kairomone,+UVR,P5_Both_7,Female,2,0,A,0.8421505,0.486787,0.22993966
P5,P5_Both,+Kairomone,+UVR,P5_Both_7,Female,2,0,A,0.8473004,0.4903858,0.23951735
P5,P5_Both,+Kairomone,+UVR,P5_Both_7,Female,2,1,A,0.8125703,0.4508602,0.21399447
P5,P5_Both,+Kairomone,+UVR,P5_Both_7,Female,2,1,B,0.890414,0.5131502,0.23239553
P5,P5_Both,+Kairomone,+UVR,P5_Both_7,Female,2,0,A,0.8700815,0.5050447,0.23666967
P5,P5_Both,+Kairomone,+UVR,P5_Both_7,Female,2,0,A,0.8541872,0.5028883,0.23862175
P5,P5_Both,+Kairomone,+UVR,P5_Both_7,Female,2,0,A,0.8762119,0.5095403,0.22166427
P5,P5_Both,+Kairomone,+UVR,P5_Both_7,Female,2,1,A,0.8065957,0.4672553,0.23591456
P5,P5_Both,+Kairomone,+UVR,P5_Both_7,Female,2,1,B,0.859367,0.5015447,0.23039069
P5,P5_Both,+Kairomone,+UVR,P5_Both_7,NA,NA,0,A,NA,NA,NA
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,NA,1,3,B,NA,NA,NA
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,NA,1,3,B,NA,NA,NA
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,NA,1,3,B,NA,NA,NA
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,NA,1,4,B,NA,NA,NA
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,NA,1,3,B,NA,NA,NA
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,NA,1,3,B,NA,NA,NA
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,NA,1,2,B,NA,NA,NA
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,NA,1,4,B,NA,NA,NA
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,NA,1,4,B,NA,NA,NA
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,NA,1,4,B,NA,NA,NA
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,Male,2,4,B,0.8983359,0.5494914,0.26385273
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,Male,2,3,B,0.8911606,0.5312652,0.22986911
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,Male,2,3,A,0.9060059,0.5432212,0.25878771
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,Male,2,3,B,0.8817149,0.5220812,0.25427308
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,Male,2,2,B,0.8562356,0.5005605,0.18343322
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,Male,2,2,A,0.8932949,0.534091,0.24866129
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,Male,2,2,A,0.8874068,0.5348437,0.25937622
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,Male,2,1,A,0.9227026,0.5251542,0.22568181
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,Male,2,0,A,0.9113397,0.538326,0.24570835
P5,P5_Both,+Kairomone,+UVR,P5_Both_2,Male,2,2,A,0.8944236,0.5465256,0.24036913
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_4,Female,1,1,A,0.636421,0.3976395,0.22896411
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_4,Female,1,2,A,0.6100353,0.3786674,0.09726139
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_4,Female,1,2,A,0.5757162,0.3634014,0.07994289
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_5,Female,1,3,B,0.6110979,0.401294,0.13900297
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_5,Female,1,1,A,0.5666687,0.3207845,NA
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_5,Female,1,1,A,0.7077345,0.3918456,0.21004685
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_5,NA,1,0,B,NA,NA,NA
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_5,NA,1,3,B,NA,NA,NA
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_5,NA,1,0,B,NA,NA,NA
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,1,2,B,0.6317037,0.3566069,0.06612896
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,1,2,A,0.6356202,0.3730485,0.10952927
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,1,2,A,0.7234968,0.4296608,0.1993005
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,1,2,A,0.7442772,0.4381911,0.24728764
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,1,3,A,0.6586155,0.3873491,0.06612896
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,1,1,A,0.6769256,0.4017141,0.13653046
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,1,3,A,0.7493509,0.4431602,0.22858124
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,1,1,A,0.7420509,0.4267516,0.21349361
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,1,2,B,0.7107077,0.4062273,0.24643345
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,1,3,C,0.7331888,0.4133207,0.25700147
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,1,2,C,0.7291958,0.4114563,0.25461732
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,2,0,A,0.8184379,0.4607532,0.22254065
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,2,0,A,0.8592952,0.4803129,0.15958114
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,2,0,A,0.8493464,0.4926891,0.25212057
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,2,0,A,0.869175,0.5160312,0.24927371
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,2,0,A,0.8017548,0.4777327,0.20225733
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,1,2,A,0.7096571,0.439839,0.26276853
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,2,2,A,0.8327761,0.4680808,0.18263564
P5,P5_UVR,−Kairomone,+UVR,P5_UVR_6,Female,1,2,B,0.6006029,0.3987393,0.11990757
P5,P5_Control,−Kairomone,−UVR,P5_Control_7,Male,1,4,B,0.785337,0.4611262,0.24458352
P5,P5_Control,−Kairomone,−UVR,P5_Control_7,Male,1,1,A,0.7895474,0.4569708,0.24287982
P5,P5_Control,−Kairomone,−UVR,P5_Control_7,Male,1,2,B,0.780809,0.465377,0.26299066
P5,P5_Control,−Kairomone,−UVR,P5_Control_7,Male,1,2,A,0.7965221,0.4655861,0.24607776
P5,P5_Control,−Kairomone,−UVR,P5_Control_7,Male,1,2,A,0.7381937,0.4307768,0.22337003
P5,P5_Control,−Kairomone,−UVR,P5_Control_7,Male,1,2,B,0.7963592,0.465607,0.25787098
P5,P5_Control,−Kairomone,−UVR,P5_Control_7,Male,2,0,A,0.926979829306992,0.533520945668648,0.222573097188666
P5,P5_Control,−Kairomone,−UVR,P5_Control_7,Male,2,0,A,0.969501305050276,0.566513421471083,0.234115427317607
P5,P5_Control,−Kairomone,−UVR,P5_Control_7,Male,2,0,A,0.951312758511095,0.54496026429612,0.228679128928384
P5,P5_Control,−Kairomone,−UVR,P5_Control_7,Male,2,0,A,0.933456037915731,0.558659204720448,0.234558664915751
P5,P5_Control,−Kairomone,−UVR,P5_Control_7,Male,2,0,A,0.965565051113882,0.56780808424177,0.230920242334353
P5,P5_Control,−Kairomone,−UVR,P5_Control_7,Male,2,0,A,0.883476979879523,0.500598949731197,0.247842255273291
P5,P5_Control,−Kairomone,−UVR,P5_Control_7,Male,2,0,A,0.894813067359887,0.500218415138723,0.239042402479206
P5,P5_Control,−Kairomone,−UVR,P5_Control_7,Male,2,0,A,0.905403660515748,0.528284800402212,0.248829794246618
P5,P5_Control,−Kairomone,−UVR,P5_Control_7,Male,2,0,A,0.906301847056001,0.525665006950635,0.246365235734389
P5,P5_Control,−Kairomone,−UVR,P5_Control_6,Male,1,3,B,0.784589,0.4670817,0.25647077
P5,P5_Control,−Kairomone,−UVR,P5_Control_6,Male,1,1,A,0.7944504,0.4706313,0.26181618
P5,P5_Control,−Kairomone,−UVR,P5_Control_6,Male,1,3,A,0.7707183,0.4391599,0.24677548
P5,P5_Control,−Kairomone,−UVR,P5_Control_6,Male,1,1,A,0.7043574,0.4178793,0.23810458
P5,P5_Control,−Kairomone,−UVR,P5_Control_6,Male,1,3,B,0.7693406,0.4445927,0.24487515
P5,P5_Control,−Kairomone,−UVR,P5_Control_6,Male,1,2,B,0.7806427,0.4586715,0.25181157
P5,P5_Control,−Kairomone,−UVR,P5_Control_6,Male,1,2,B,0.6745059,0.4182518,0.24395932
P5,P5_Control,−Kairomone,−UVR,P5_Control_6,Male,1,3,B,0.7490521,0.4330077,0.24833492
P5,P5_Control,−Kairomone,−UVR,P5_Control_6,Male,1,2,B,0.7651971,0.4419067,0.23992334
P5,P5_Control,−Kairomone,−UVR,P5_Control_6,Male,1,3,B,0.7506053,0.430385,0.23417551
P5,P5_Control,−Kairomone,−UVR,P5_Control_6,Male,1,1,A,0.7052549,0.4059716,0.23039069
P5,P5_Control,−Kairomone,−UVR,P5_Control_6,Male,2,0,A,0.9273494,0.5375541,0.22611264
P5,P5_Control,−Kairomone,−UVR,P5_Control_6,Male,2,0,A,0.8911533,0.474421,0.22885073
P5,P5_Control,−Kairomone,−UVR,P5_Control_6,Male,2,0,A,0.9197093,0.5087502,0.23765454
P5,P5_Control,−Kairomone,−UVR,P5_Control_2,Male,1,3,B,0.7541797,0.4392781,0.24090837
P5,P5_Control,−Kairomone,−UVR,P5_Control_2,Male,1,1,A,0.7443034,0.4438624,0.24870042
P5,P5_Control,−Kairomone,−UVR,P5_Control_2,Male,1,1,A,0.6527276,0.3542887,0.2185396
P5,P5_Control,−Kairomone,−UVR,P5_Control_2,Male,1,3,B,0.7539173,0.4289127,0.24719579
P5,P5_Control,−Kairomone,−UVR,P5_Control_2,Male,1,2,B,0.7548333,0.4552068,0.23992334
P5,P5_Control,−Kairomone,−UVR,P5_Control_2,Male,1,2,B,0.780331,0.4568643,0.24554986
P5,P5_Control,−Kairomone,−UVR,P5_Control_2,Male,1,1,A,0.7284881,0.4243732,0.24231819
